Customer Status,Age,Gender,Dependents,Number of Dependents,Zip Code,City
Churned,54,Male,false,0,93637,Madera
Churned,53,Female,false,0,95422,Clearlake
Churned,39,Male,false,0,92117,San Diego
Churned,48,Male,false,0,94105,San Francisco
Churned,19,Female,false,0,95065,Santa Cruz
Churned,43,Male,false,0,95246,Mountain Ranch
Churned,51,Female,false,0,95922,Camptonville
Churned,31,Female,false,0,92592,Temecula
Churned,64,Male,false,0,93705,Fresno
Churned,57,Female,false,0,90013,Los Angeles
Churned,40,Male,false,0,90822,Long Beach
Churned,34,Male,false,0,94403,San Mateo
Churned,37,Female,false,0,95135,San Jose
Churned,19,Male,false,0,95222,Angels Camp
Churned,40,Male,true,3,91932,Imperial Beach
Churned,29,Male,false,0,92230,Cabazon
Churned,28,Female,false,0,92282,White Water
Churned,74,Male,false,0,95247,Murphys
Churned,73,Male,false,0,95636,Grizzly Flats
Churned,71,Male,false,0,93204,Avenal
Churned,73,Male,false,0,95037,Morgan Hill
Churned,77,Male,false,0,95422,Clearlake
Churned,43,Female,true,1,91350,Santa Clarita
Churned,25,Male,false,0,92373,Redlands
Churned,41,Female,false,0,93604,Bass Lake
Churned,64,Female,false,0,94066,San Bruno
Churned,39,Male,false,0,94598,Walnut Creek
Churned,38,Male,false,0,95209,Stockton
Churned,44,Male,false,0,91206,Glendale
Churned,24,Female,false,0,93215,Delano
Churned,26,Female,false,0,93608,Cantua Creek
Churned,62,Male,false,0,94568,Dublin
Churned,19,Male,false,0,94940,Marshall
Churned,47,Female,false,0,95448,Healdsburg
Churned,25,Male,false,0,91767,Pomona
Churned,50,Male,false,0,92627,Costa Mesa
Churned,51,Male,false,0,93434,Guadalupe
Churned,59,Male,false,0,94401,San Mateo
Churned,46,Female,false,0,95570,Trinidad
Churned,53,Female,false,0,92109,San Diego
Churned,49,Male,false,0,92126,San Diego
Churned,52,Male,false,0,92679,Trabuco Canyon
Churned,38,Female,false,0,95427,Comptche
Churned,64,Female,false,0,96006,Adin
Churned,49,Female,false,0,96069,Oak Run
Churned,56,Male,false,0,91744,La Puente
Churned,76,Male,false,0,93668,Tranquillity
Churned,79,Female,false,0,94014,Daly City
Churned,66,Male,false,0,95356,Modesto
Churned,76,Female,false,0,93702,Fresno
Churned,78,Female,false,0,94521,Concord
Churned,48,Female,false,0,92805,Anaheim
Churned,37,Female,false,0,95357,Modesto
Churned,20,Female,false,0,95673,Rio Linda
Churned,49,Female,false,0,93251,Mc Kittrick
Churned,23,Male,false,0,93512,Benton
Churned,46,Male,false,0,96093,Weaverville
Churned,64,Female,false,0,90017,Los Angeles
Churned,30,Female,false,0,90302,Inglewood
Churned,53,Male,false,0,90712,Lakewood
Churned,48,Female,false,0,92278,Twentynine Palms
Churned,53,Female,false,0,92821,Brea
Churned,59,Male,false,0,94704,Berkeley
Churned,39,Male,false,0,95668,Pleasant Grove
Churned,77,Male,false,0,92122,San Diego
Churned,71,Male,false,0,92382,Running Springs
Churned,77,Female,false,0,92126,San Diego
Churned,74,Male,false,0,95407,Santa Rosa
Churned,63,Male,false,0,90745,Carson
Churned,48,Female,true,3,91206,Glendale
Churned,22,Male,false,0,92122,San Diego
Churned,54,Female,false,0,92327,Daggett
Churned,40,Female,false,0,92392,Victorville
Churned,49,Male,false,0,94947,Novato
Churned,35,Female,false,0,91601,North Hollywood
Churned,31,Male,false,0,92129,San Diego
Churned,48,Female,false,0,93067,Summerland
Churned,36,Male,false,0,96103,Blairsden Graeagle
Churned,39,Male,false,0,90031,Los Angeles
Churned,38,Female,false,0,92108,San Diego
Churned,26,Female,false,0,94931,Cotati
Churned,47,Male,false,0,95776,Woodland
Churned,22,Female,false,0,95817,Sacramento
Churned,59,Male,true,3,92121,San Diego
Churned,33,Male,false,0,92591,Temecula
Churned,29,Female,false,0,93656,Riverdale
Churned,27,Male,false,0,94804,Richmond
Churned,21,Female,false,0,95014,Cupertino
Churned,37,Female,false,0,96016,Cassel
Churned,52,Male,false,0,92113,San Diego
Churned,74,Female,false,0,92807,Anaheim
Churned,66,Male,false,0,94539,Fremont
Churned,77,Male,false,0,94933,Forest Knolls
Churned,66,Female,false,0,92583,San Jacinto
Churned,78,Male,false,0,92630,Lake Forest
Churned,66,Male,false,0,95008,Campbell
Churned,67,Female,false,0,95542,Garberville
Churned,65,Male,false,0,95678,Roseville
Churned,73,Male,false,0,90503,Torrance
Churned,20,Female,false,0,90032,Los Angeles
Churned,33,Female,false,0,93626,Friant
Churned,20,Male,false,0,92027,Escondido
Churned,59,Female,false,0,95112,San Jose
Churned,60,Female,false,0,91789,Walnut
Churned,30,Female,false,0,92707,Santa Ana
Churned,59,Female,false,0,95626,Elverta
Churned,30,Male,false,0,95127,San Jose
Churned,34,Female,false,0,95310,Columbia
Churned,29,Male,false,0,96061,Mill Creek
Churned,56,Male,false,0,96126,Sierraville
Churned,62,Female,false,0,90049,Los Angeles
Churned,28,Female,false,0,90292,Marina Del Rey
Churned,37,Female,true,1,92060,Palomar Mountain
Churned,71,Male,false,0,92027,Escondido
Churned,76,Male,false,0,91030,South Pasadena
Churned,67,Female,false,0,91342,Sylmar
Churned,67,Female,false,0,93251,Mc Kittrick
Churned,70,Male,false,0,93648,Parlier
Churned,70,Female,false,0,94569,Port Costa
Churned,78,Male,false,0,90712,Lakewood
Churned,73,Female,false,0,92028,Fallbrook
Churned,80,Male,true,2,95458,Lucerne
Churned,37,Male,true,1,90504,Torrance
Churned,42,Female,true,1,91016,Monrovia
Churned,47,Female,false,0,91731,El Monte
Churned,54,Male,false,0,95220,Acampo
Churned,47,Female,false,0,92211,Palm Desert
Churned,52,Male,false,0,95423,Clearlake Oaks
Churned,35,Female,false,0,95501,Eureka
Churned,40,Male,false,0,95975,Rough And Ready
Churned,63,Male,false,0,92028,Fallbrook
Churned,30,Male,false,0,91902,Bonita
Churned,62,Male,false,0,92336,Fontana
Churned,31,Male,false,0,92883,Corona
Churned,30,Male,false,0,94130,San Francisco
Churned,23,Female,false,0,96075,Paynes Creek
Churned,54,Female,false,0,90402,Santa Monica
Churned,24,Male,false,0,91010,Duarte
Churned,42,Male,false,0,93066,Somis
Churned,42,Female,false,0,93553,Pearblossom
Churned,40,Female,false,0,95327,Jamestown
Churned,26,Female,false,0,96140,Carnelian Bay
Churned,38,Female,false,0,90716,Hawaiian Gardens
Churned,68,Male,false,0,90621,Buena Park
Churned,78,Male,false,0,95488,Westport
Churned,73,Female,false,0,92029,Escondido
Churned,75,Male,false,0,91108,San Marino
Churned,72,Female,false,0,95497,The Sea Ranch
Churned,21,Male,true,2,90631,La Habra
Churned,26,Male,false,0,92122,San Diego
Churned,49,Female,false,0,92518,March Air Reserve Base
Churned,20,Female,false,0,93003,Ventura
Churned,53,Male,false,0,94021,Loma Mar
Churned,23,Female,false,0,90230,Culver City
Churned,30,Male,false,0,93561,Tehachapi
Churned,41,Male,false,0,92808,Anaheim
Churned,47,Female,true,3,93429,Casmalia
Churned,49,Male,false,0,92592,Temecula
Churned,44,Male,false,0,95233,Hathaway Pines
Churned,52,Male,true,3,95358,Modesto
Churned,33,Male,false,0,95364,Pinecrest
Churned,60,Female,false,0,95431,Eldridge
Churned,42,Male,false,0,95715,Emigrant Gap
Churned,62,Female,false,0,96071,Old Station
Churned,54,Male,false,0,93606,Biola
Churned,46,Male,false,0,94127,San Francisco
Churned,51,Female,false,0,95132,San Jose
Churned,71,Male,false,0,95126,San Jose
Churned,68,Female,false,0,95323,Hickman
Churned,72,Male,false,0,92126,San Diego
Churned,72,Female,false,0,92104,San Diego
Churned,61,Male,true,1,90028,Los Angeles
Churned,37,Male,false,0,91723,Covina
Churned,52,Male,false,0,92382,Running Springs
Churned,28,Female,false,0,92503,Riverside
Churned,49,Male,false,0,93552,Palmdale
Churned,55,Female,false,0,93930,King City
Churned,41,Male,false,0,92308,Apple Valley
Churned,44,Male,false,0,94618,Oakland
Churned,41,Male,true,3,95054,Santa Clara
Churned,47,Male,false,0,96013,Burney
Churned,47,Male,true,1,91208,Glendale
Churned,64,Male,false,0,93023,Ojai
Churned,32,Male,false,0,93224,Fellows
Churned,22,Male,false,0,93631,Kingsburg
Churned,27,Male,false,0,95237,Lockeford
Churned,49,Male,false,0,95386,Waterford
Churned,41,Female,false,0,94117,San Francisco
Churned,43,Male,false,0,94555,Fremont
Churned,25,Male,false,0,94568,Dublin
Churned,29,Female,false,0,95553,Miranda
Churned,40,Male,false,0,95693,Wilton
Churned,54,Male,false,0,95694,Winters
Churned,50,Female,false,0,95843,Antelope
Churned,32,Male,false,0,95975,Rough And Ready
Churned,27,Female,false,0,96015,Canby
Churned,62,Male,true,3,91301,Agoura Hills
Churned,65,Male,false,0,95466,Philo
Churned,70,Female,false,0,95819,Sacramento
Churned,79,Male,false,0,91007,Arcadia
Churned,75,Female,false,0,92059,Pala
Churned,78,Female,false,0,95348,Merced
Churned,68,Female,false,0,95525,Blue Lake
Churned,68,Female,false,0,95616,Davis
Churned,73,Male,false,0,95139,San Jose
Churned,21,Female,false,0,92121,San Diego
Churned,47,Female,false,0,93247,Lindsay
Churned,27,Male,false,0,94607,Oakland
Churned,36,Female,false,0,95369,Snelling
Churned,40,Female,false,0,92273,Seeley
Churned,43,Female,false,0,93021,Moorpark
Churned,21,Female,false,0,95818,Sacramento
Churned,37,Male,false,0,91203,Glendale
Churned,41,Female,false,0,92121,San Diego
Churned,26,Female,false,0,94549,Lafayette
Churned,27,Female,false,0,95338,Mariposa
Churned,34,Male,false,0,94928,Rohnert Park
Churned,50,Male,false,0,91205,Glendale
Churned,76,Male,false,0,95222,Angels Camp
Churned,74,Male,false,0,95678,Roseville
Churned,79,Male,false,0,95993,Yuba City
Churned,71,Male,false,0,91384,Castaic
Churned,69,Female,false,0,96063,Mineral
Churned,37,Female,false,0,93554,Randsburg
Churned,37,Female,false,0,94131,San Francisco
Churned,45,Female,false,0,95970,Princeton
Churned,37,Male,false,0,90007,Los Angeles
Churned,53,Male,false,0,91301,Agoura Hills
Churned,21,Female,false,0,92139,San Diego
Churned,55,Female,false,0,92333,Fawnskin
Churned,37,Male,false,0,92374,Redlands
Churned,36,Male,false,0,94110,San Francisco
Churned,60,Male,false,0,95503,Eureka
Churned,35,Female,false,0,95746,Granite Bay
Churned,36,Female,false,0,90037,Los Angeles
Churned,62,Male,false,0,91607,Valley Village
Churned,25,Female,false,0,92592,Temecula
Churned,33,Male,false,0,96130,Susanville
Churned,38,Female,false,0,91324,Northridge
Churned,25,Male,false,0,92505,Riverside
Churned,62,Male,false,0,92865,Orange
Churned,61,Female,false,0,93030,Oxnard
Churned,48,Male,false,0,95460,Mendocino
Churned,42,Female,false,0,95624,Elk Grove
Churned,79,Male,false,0,92122,San Diego
Churned,68,Female,false,0,92606,Irvine
Churned,74,Male,false,0,93625,Fowler
Churned,70,Female,false,0,94542,Hayward
Churned,75,Female,false,0,93234,Huron
Churned,74,Female,false,0,95426,Cobb
Churned,70,Male,false,0,91107,Pasadena
Churned,24,Female,false,0,91103,Pasadena
Churned,21,Female,false,0,92122,San Diego
Churned,52,Female,false,0,92377,Rialto
Churned,25,Male,false,0,93641,Miramonte
Churned,21,Male,false,0,93721,Fresno
Churned,33,Female,false,0,94595,Walnut Creek
Churned,23,Female,false,0,95006,Boulder Creek
Churned,20,Male,false,0,95471,Rio Nido
Churned,20,Male,false,0,95722,Meadow Vista
Churned,50,Female,false,0,95728,Soda Springs
Churned,35,Male,false,0,92117,San Diego
Churned,29,Female,false,0,92117,San Diego
Churned,20,Female,false,0,93003,Ventura
Churned,22,Female,false,0,93526,Independence
Churned,52,Male,false,0,95548,Klamath
Churned,22,Male,false,0,95736,Weimar
Churned,33,Male,false,0,92028,Fallbrook
Churned,45,Female,false,0,96069,Oak Run
Churned,25,Male,false,0,91789,Walnut
Churned,59,Female,false,0,92113,San Diego
Churned,47,Female,false,0,92282,White Water
Churned,24,Male,false,0,92592,Temecula
Churned,27,Male,false,0,95050,Santa Clara
Churned,30,Male,false,0,95758,Elk Grove
Churned,23,Female,false,0,90011,Los Angeles
Churned,26,Female,false,0,92126,San Diego
Churned,42,Male,false,0,92126,San Diego
Churned,51,Female,false,0,95825,Sacramento
Churned,68,Female,false,0,91764,Ontario
Churned,65,Female,false,0,93606,Biola
Churned,71,Female,false,0,94710,Berkeley
Churned,65,Female,false,0,91502,Burbank
Churned,73,Male,false,0,92117,San Diego
Churned,74,Male,false,0,95127,San Jose
Churned,73,Male,false,0,91401,Van Nuys
Churned,77,Male,false,0,90240,Downey
Churned,79,Female,false,0,92110,San Diego
Churned,55,Female,false,0,92122,San Diego
Churned,47,Female,false,0,92586,Sun City
Churned,63,Male,false,0,93591,Palmdale
Churned,30,Male,false,0,94553,Martinez
Churned,34,Female,false,0,95550,Korbel
Churned,30,Male,false,0,95828,Sacramento
Churned,47,Female,false,0,95925,Challenge
Churned,54,Male,false,0,90262,Lynwood
Churned,61,Female,false,0,94709,Berkeley
Churned,32,Male,false,0,95210,Stockton
Churned,34,Male,false,0,91931,Guatay
Churned,46,Female,false,0,92602,Irvine
Churned,41,Female,false,0,93110,Santa Barbara
Churned,38,Male,false,0,93618,Dinuba
Churned,57,Female,false,0,94571,Rio Vista
Churned,37,Male,false,0,90603,Whittier
Churned,35,Female,false,0,92624,Capistrano Beach
Churned,47,Male,false,0,92833,Fullerton
Churned,53,Female,false,0,96025,Dunsmuir
Churned,40,Female,false,0,90069,West Hollywood
Churned,31,Male,false,0,91501,Burbank
Churned,47,Female,false,0,91977,Spring Valley
Churned,72,Female,false,0,92557,Moreno Valley
Churned,71,Male,false,0,94512,Birds Landing
Churned,76,Male,false,0,92130,San Diego
Churned,65,Male,false,0,95587,Piercy
Churned,65,Female,false,0,94121,San Francisco
Churned,65,Female,false,0,95209,Stockton
Churned,66,Female,false,0,95651,Lotus
Churned,34,Female,true,1,90061,Los Angeles
Churned,38,Female,false,0,93535,Lancaster
Churned,27,Male,false,0,95838,Sacramento
Churned,59,Male,false,0,96028,Fall River Mills
Churned,53,Female,false,0,96068,Nubieber
Churned,41,Female,false,0,90058,Los Angeles
Churned,49,Female,true,1,93402,Los Osos
Churned,55,Male,false,0,93906,Salinas
Churned,39,Male,false,0,95350,Modesto
Churned,41,Male,false,0,95365,Planada
Churned,47,Male,true,2,90621,Buena Park
Churned,35,Male,false,0,91403,Sherman Oaks
Churned,62,Male,false,0,92130,San Diego
Churned,42,Male,false,0,92368,Oro Grande
Churned,40,Male,false,0,95329,La Grange
Churned,26,Female,false,0,96039,Happy Camp
Churned,38,Male,false,0,90027,Los Angeles
Churned,57,Female,false,0,90038,Los Angeles
Churned,28,Male,false,0,95662,Orangevale
Churned,56,Male,false,0,91335,Reseda
Churned,58,Female,false,0,91764,Ontario
Churned,64,Male,true,2,92259,Ocotillo
Churned,70,Female,false,0,92122,San Diego
Churned,68,Female,false,0,94304,Palo Alto
Churned,74,Male,false,0,95511,Alderpoint
Churned,80,Male,false,0,90640,Montebello
Churned,75,Female,false,0,96088,Shingletown
Churned,66,Female,false,0,90001,Los Angeles
Churned,68,Female,false,0,95439,Fulton
Churned,68,Female,false,0,92243,El Centro
Churned,21,Male,false,0,95062,Santa Cruz
Churned,50,Male,false,0,91761,Ontario
Churned,27,Male,false,0,91768,Pomona
Churned,28,Male,false,0,93035,Oxnard
Churned,25,Male,false,0,95212,Stockton
Churned,31,Male,false,0,96110,Eagleville
Churned,25,Female,false,0,90255,Huntington Park
Churned,40,Male,true,1,92314,Big Bear City
Churned,56,Female,false,0,93523,Edwards
Churned,28,Female,true,2,94576,Deer Park
Churned,40,Female,false,0,95971,Quincy
Churned,39,Male,false,0,92676,Silverado
Churned,22,Female,false,0,93212,Corcoran
Churned,34,Male,true,1,94112,San Francisco
Churned,49,Male,false,0,95354,Modesto
Churned,24,Male,false,0,96086,Seiad Valley
Churned,68,Male,false,0,91748,Rowland Heights
Churned,75,Male,false,0,93208,Camp Nelson
Churned,74,Male,false,0,96074,Paskenta
Churned,77,Female,false,0,90028,Los Angeles
Churned,76,Male,false,0,96002,Redding
Churned,21,Male,false,0,92356,Lucerne Valley
Churned,54,Female,false,0,94014,Daly City
Churned,26,Female,false,0,94596,Walnut Creek
Churned,53,Male,false,0,94606,Oakland
Churned,41,Female,false,0,95493,Witter Springs
Churned,21,Male,false,0,95914,Bangor
Churned,63,Female,false,0,95202,Stockton
Churned,42,Female,true,3,95251,Vallecito
Churned,42,Male,false,0,95567,Smith River
Churned,52,Male,false,0,94304,Palo Alto
Churned,28,Female,false,0,95405,Santa Rosa
Churned,37,Male,false,0,92028,Fallbrook
Churned,43,Male,true,2,92582,San Jacinto
Churned,43,Female,false,0,95527,Burnt Ranch
Churned,36,Male,false,0,95742,Rancho Cordova
Churned,57,Female,false,0,96136,Wendel
Churned,46,Female,true,2,96141,Homewood
Churned,44,Male,true,2,90805,Long Beach
Churned,59,Female,false,0,91306,Winnetka
Churned,57,Male,true,1,92036,Julian
Churned,78,Female,true,1,91605,North Hollywood
Churned,70,Female,false,0,96006,Adin
Churned,68,Female,false,0,95650,Loomis
Churned,65,Male,false,0,96052,Lewiston
Churned,74,Female,false,0,91731,El Monte
Churned,67,Female,false,0,92397,Wrightwood
Churned,68,Female,false,0,93664,Shaver Lake
Churned,58,Male,false,0,93923,Carmel
Churned,44,Male,false,0,94903,San Rafael
Churned,19,Female,false,0,95645,Knights Landing
Churned,35,Female,false,0,95864,Sacramento
Churned,52,Female,false,0,92845,Garden Grove
Churned,58,Male,false,0,93624,Five Points
Churned,48,Female,false,0,95131,San Jose
Churned,44,Female,false,0,95348,Merced
Churned,36,Female,false,0,92028,Fallbrook
Churned,63,Male,false,0,93012,Camarillo
Churned,64,Male,false,0,93262,Sequoia National Park
Churned,25,Female,false,0,95409,Santa Rosa
Churned,58,Female,false,0,91739,Rancho Cucamonga
Churned,40,Male,false,0,92126,San Diego
Churned,57,Female,false,0,92404,San Bernardino
Churned,56,Female,true,1,92660,Newport Beach
Churned,24,Male,false,0,95385,Vernalis
Churned,36,Male,false,0,95558,Petrolia
Churned,64,Male,false,0,95619,Diamond Springs
Churned,65,Male,false,0,91722,Covina
Churned,67,Female,false,0,92027,Escondido
Churned,80,Female,false,0,93621,Dunlap
Churned,78,Male,false,0,92648,Huntington Beach
Churned,68,Female,false,0,93638,Madera
Churned,37,Male,false,0,90003,Los Angeles
Churned,34,Female,true,3,90292,Marina Del Rey
Churned,26,Female,true,1,91001,Altadena
Churned,32,Male,false,0,95002,Alviso
Churned,51,Female,false,0,95134,San Jose
Churned,30,Female,false,0,95367,Riverbank
Churned,36,Female,false,0,95683,Sloughhouse
Churned,44,Male,false,0,94523,Pleasant Hill
Churned,51,Male,false,0,95428,Covelo
Churned,37,Female,false,0,95925,Challenge
Churned,42,Female,false,0,90505,Torrance
Churned,23,Male,false,0,90814,Long Beach
Churned,59,Female,false,0,92231,Calexico
Churned,33,Female,false,0,92503,Riverside
Churned,21,Male,false,0,94062,Redwood City
Churned,22,Female,false,0,95242,Lodi
Churned,20,Male,false,0,92109,San Diego
Churned,21,Female,false,0,92109,San Diego
Churned,31,Female,true,2,93426,Bradley
Churned,77,Female,false,0,92544,Hemet
Churned,79,Male,false,0,92239,Desert Center
Churned,75,Male,false,0,94970,Stinson Beach
Churned,73,Female,false,0,95417,Branscomb
Churned,75,Female,false,0,95838,Sacramento
Churned,66,Female,false,0,92356,Lucerne Valley
Churned,68,Male,false,0,92590,Temecula
Churned,73,Male,false,0,94525,Crockett
Churned,78,Male,false,0,94925,Corte Madera
Churned,68,Male,false,0,90272,Pacific Palisades
Churned,73,Male,false,0,92109,San Diego
Churned,79,Female,false,0,93528,Johannesburg
Churned,70,Male,false,0,94801,Richmond
Churned,74,Male,false,0,94939,Larkspur
Churned,32,Female,true,3,90255,Huntington Park
Churned,28,Female,false,0,92806,Anaheim
Churned,30,Female,false,0,93219,Earlimart
Churned,47,Female,false,0,95409,Santa Rosa
Churned,30,Female,false,0,95519,Mckinleyville
Churned,64,Female,false,0,94590,Vallejo
Churned,24,Male,false,0,94705,Berkeley
Churned,34,Female,false,0,95135,San Jose
Churned,19,Male,false,0,90023,Los Angeles
Churned,47,Male,false,0,93201,Alpaugh
Churned,36,Female,false,0,93401,San Luis Obispo
Churned,63,Male,false,0,93605,Big Creek
Churned,49,Male,false,0,93901,Salinas
Churned,21,Female,true,3,94402,San Mateo
Churned,63,Male,false,0,94535,Travis Afb
Churned,33,Male,false,0,95537,Fields Landing
Churned,28,Male,false,0,93235,Ivanhoe
Churned,47,Male,false,0,94014,Daly City
Churned,57,Male,false,0,94973,Woodacre
Churned,61,Male,false,0,95111,San Jose
Churned,31,Male,false,0,95612,Clarksburg
Churned,44,Male,false,0,91107,Pasadena
Churned,55,Female,true,3,91792,West Covina
Churned,27,Male,false,0,92027,Escondido
Churned,75,Female,false,0,95653,Madison
Churned,69,Male,false,0,95949,Grass Valley
Churned,80,Male,false,0,95303,Ballico
Churned,75,Male,false,0,91605,North Hollywood
Churned,80,Male,false,0,92129,San Diego
Churned,65,Female,false,0,94514,Byron
Churned,23,Female,false,0,92273,Seeley
Churned,55,Male,false,0,92563,Murrieta
Churned,48,Male,false,0,93263,Shafter
Churned,19,Female,false,0,95831,Sacramento
Churned,28,Male,false,0,93706,Fresno
Churned,33,Male,false,0,90254,Hermosa Beach
Churned,36,Female,false,0,92262,Palm Springs
Churned,26,Female,false,0,93204,Avenal
Churned,26,Male,false,0,95821,Sacramento
Churned,57,Female,false,0,90221,Compton
Churned,31,Male,false,0,92109,San Diego
Churned,27,Male,false,0,90504,Torrance
Churned,65,Female,false,0,95668,Pleasant Grove
Churned,66,Female,false,0,90620,Buena Park
Churned,67,Male,false,0,95982,Sutter
Churned,80,Female,false,0,95110,San Jose
Churned,75,Male,false,0,95728,Soda Springs
Churned,68,Female,false,0,92126,San Diego
Churned,80,Female,false,0,90605,Whittier
Churned,38,Male,true,1,90015,Los Angeles
Churned,20,Female,false,0,93110,Santa Barbara
Churned,45,Male,false,0,93703,Fresno
Churned,36,Male,false,0,95843,Antelope
Churned,51,Female,false,0,92130,San Diego
Churned,55,Male,false,0,92130,San Diego
Churned,23,Female,false,0,92130,San Diego
Churned,35,Male,false,0,93221,Exeter
Churned,38,Female,false,0,93553,Pearblossom
Churned,46,Female,false,0,94703,Berkeley
